"","0.00Fixed4.6","0.00Fixed6.4","0.00Fixed8.2","0.00Tracking4.6","0.00Tracking6.4","0.00Tracking8.2","0.25Fixed4.6","0.25Fixed6.4","0.25Fixed8.2","0.25Tracking4.6","0.25Tracking6.4","0.25Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.75Fixed4.6","0.75Fixed6.4","0.75Fixed8.2","0.75Tracking4.6","0.75Tracking6.4","0.75Tracking8.2","1.00Fixed4.6","1.00Fixed6.4","1.00Fixed8.2","1.00Tracking4.6","1.00Tracking6.4","1.00Tracking8.2"
"0.0230.1Central",-5191.7,-5191.7,-5191.7,-5191.7,-5191.7,-5191.7,-2821.48,-2823.02,-2825.91,-2449.62,-2450.75,-2451.88,337.57,333.97,327.23,1205.75,1203.1,1200.46,3497.24,3491.58,3480.99,4861.33,4857.18,4853.02,6656.88,6649.16,6634.73,8516.93,8511.27,8505.61
"0.0330.1Central",-5191.7,-5191.7,-5191.7,-5191.7,-5191.7,-5191.7,-1631.58,-1633.12,-1636.01,-1073.37,-1074.5,-1075.63,3113.38,3109.78,3103.04,4416.63,4413.98,4411.34,7859.27,7853.61,7843.02,9906.95,9902.8,9898.64,12605.12,12597.4,12582.97,15397.3,15391.64,15385.98
"0.0430.1Central",-5191.7,-5191.7,-5191.7,-5191.7,-5191.7,-5191.7,-441.68,-443.22,-446.11,302.88,301.75,300.62,5889.19,5885.59,5878.85,7627.51,7624.86,7622.22,12221.3,12215.64,12205.05,14952.57,14948.42,14944.26,18553.36,18545.64,18531.21,22277.67,22272.01,22266.35
"0.0260.1Central",-13494.19,-13494.19,-13494.19,-13494.19,-13494.19,-13494.19,-11123.98,-11125.52,-11128.41,-10752.12,-10753.25,-10754.38,-7964.93,-7968.53,-7975.27,-7096.75,-7099.4,-7102.04,-4805.26,-4810.92,-4821.51,-3441.17,-3445.32,-3449.48,-1645.62,-1653.34,-1667.77,214.43,208.77,203.11
"0.0360.1Central",-13494.19,-13494.19,-13494.19,-13494.19,-13494.19,-13494.19,-9934.08,-9935.62,-9938.51,-9375.87,-9377,-9378.13,-5189.12,-5192.72,-5199.46,-3885.87,-3888.52,-3891.16,-443.23,-448.89,-459.48,1604.45,1600.3,1596.14,4302.62,4294.9,4280.47,7094.8,7089.14,7083.48
"0.0460.1Central",-13494.19,-13494.19,-13494.19,-13494.19,-13494.19,-13494.19,-8744.18,-8745.72,-8748.61,-7999.62,-8000.75,-8001.88,-2413.31,-2416.91,-2423.65,-674.99,-677.64,-680.28,3918.8,3913.14,3902.55,6650.07,6645.92,6641.76,10250.86,10243.14,10228.71,13975.17,13969.51,13963.85
"0.0290.1Central",-21796.7,-21796.7,-21796.7,-21796.7,-21796.7,-21796.7,-19426.48,-19428.02,-19430.91,-19054.62,-19055.75,-19056.88,-16267.43,-16271.03,-16277.77,-15399.25,-15401.9,-15404.54,-13107.76,-13113.42,-13124.01,-11743.67,-11747.82,-11751.98,-9948.12,-9955.84,-9970.27,-8088.07,-8093.73,-8099.39
"0.0390.1Central",-21796.7,-21796.7,-21796.7,-21796.7,-21796.7,-21796.7,-18236.58,-18238.12,-18241.01,-17678.37,-17679.5,-17680.63,-13491.62,-13495.22,-13501.96,-12188.37,-12191.02,-12193.66,-8745.73,-8751.39,-8761.98,-6698.05,-6702.2,-6706.36,-3999.88,-4007.6,-4022.03,-1207.7,-1213.36,-1219.02
"0.0490.1Central",-21796.7,-21796.7,-21796.7,-21796.7,-21796.7,-21796.7,-17046.68,-17048.22,-17051.11,-16302.12,-16303.25,-16304.38,-10715.81,-10719.41,-10726.15,-8977.49,-8980.14,-8982.78,-4383.7,-4389.36,-4399.95,-1652.43,-1656.58,-1660.74,1948.36,1940.64,1926.21,5672.67,5667.01,5661.35
"0.0230.3Central",-4037.98,-4037.98,-4037.98,-4037.98,-4037.98,-4037.98,-1667.77,-1669.31,-1672.2,-1295.91,-1297.04,-1298.17,1491.28,1487.68,1480.94,2359.46,2356.81,2354.17,4650.95,4645.29,4634.7,6015.04,6010.89,6006.73,7810.59,7802.87,7788.44,9670.64,9664.98,9659.32
"0.0330.3Central",-4037.98,-4037.98,-4037.98,-4037.98,-4037.98,-4037.98,-477.87,-479.41,-482.3,80.34,79.21,78.08,4267.09,4263.49,4256.75,5570.34,5567.69,5565.05,9012.98,9007.32,8996.73,11060.66,11056.51,11052.35,13758.83,13751.11,13736.68,16551.01,16545.35,16539.69
"0.0430.3Central",-4037.98,-4037.98,-4037.98,-4037.98,-4037.98,-4037.98,712.03,710.49,707.6,1456.59,1455.46,1454.33,7042.9,7039.3,7032.56,8781.22,8778.57,8775.93,13375.01,13369.35,13358.76,16106.28,16102.13,16097.97,19707.07,19699.35,19684.92,23431.38,23425.72,23420.06
"0.0260.3Central",-10495.48,-10495.48,-10495.48,-10495.48,-10495.48,-10495.48,-8125.27,-8126.81,-8129.7,-7753.41,-7754.54,-7755.67,-4966.22,-4969.82,-4976.56,-4098.04,-4100.69,-4103.33,-1806.55,-1812.21,-1822.8,-442.46,-446.61,-450.77,1353.09,1345.37,1330.94,3213.14,3207.48,3201.82
"0.0360.3Central",-10495.48,-10495.48,-10495.48,-10495.48,-10495.48,-10495.48,-6935.37,-6936.91,-6939.8,-6377.16,-6378.29,-6379.42,-2190.41,-2194.01,-2200.75,-887.16,-889.81,-892.45,2555.48,2549.82,2539.23,4603.16,4599.01,4594.85,7301.33,7293.61,7279.18,10093.51,10087.85,10082.19
"0.0460.3Central",-10495.48,-10495.48,-10495.48,-10495.48,-10495.48,-10495.48,-5745.47,-5747.01,-5749.9,-5000.91,-5002.04,-5003.17,585.4,581.8,575.06,2323.72,2321.07,2318.43,6917.51,6911.85,6901.26,9648.78,9644.63,9640.47,13249.57,13241.85,13227.42,16973.88,16968.22,16962.56
"0.0290.3Central",-16952.98,-16952.98,-16952.98,-16952.98,-16952.98,-16952.98,-14582.77,-14584.31,-14587.2,-14210.91,-14212.04,-14213.17,-11423.72,-11427.32,-11434.06,-10555.54,-10558.19,-10560.83,-8264.05,-8269.71,-8280.3,-6899.96,-6904.11,-6908.27,-5104.41,-5112.13,-5126.56,-3244.36,-3250.02,-3255.68
"0.0390.3Central",-16952.98,-16952.98,-16952.98,-16952.98,-16952.98,-16952.98,-13392.87,-13394.41,-13397.3,-12834.66,-12835.79,-12836.92,-8647.91,-8651.51,-8658.25,-7344.66,-7347.31,-7349.95,-3902.02,-3907.68,-3918.27,-1854.34,-1858.49,-1862.65,843.83,836.11,821.68,3636.01,3630.35,3624.69
"0.0490.3Central",-16952.98,-16952.98,-16952.98,-16952.98,-16952.98,-16952.98,-12202.97,-12204.51,-12207.4,-11458.41,-11459.54,-11460.67,-5872.1,-5875.7,-5882.44,-4133.78,-4136.43,-4139.07,460.01,454.35,443.76,3191.28,3187.13,3182.97,6792.07,6784.35,6769.92,10516.38,10510.72,10505.06
"0.0230.5Central",-2884.27,-2884.27,-2884.27,-2884.27,-2884.27,-2884.27,-514.06,-515.6,-518.49,-142.2,-143.33,-144.46,2644.99,2641.39,2634.65,3513.17,3510.52,3507.88,5804.66,5799,5788.41,7168.75,7164.6,7160.44,8964.3,8956.58,8942.15,10824.35,10818.69,10813.03
"0.0330.5Central",-2884.27,-2884.27,-2884.27,-2884.27,-2884.27,-2884.27,675.84,674.3,671.41,1234.05,1232.92,1231.79,5420.8,5417.2,5410.46,6724.05,6721.4,6718.76,10166.69,10161.03,10150.44,12214.37,12210.22,12206.06,14912.54,14904.82,14890.39,17704.72,17699.06,17693.4
"0.0430.5Central",-2884.27,-2884.27,-2884.27,-2884.27,-2884.27,-2884.27,1865.74,1864.2,1861.31,2610.3,2609.17,2608.04,8196.61,8193.01,8186.27,9934.93,9932.28,9929.64,14528.72,14523.06,14512.47,17259.99,17255.84,17251.68,20860.78,20853.06,20838.63,24585.09,24579.43,24573.77
"0.0260.5Central",-7496.77,-7496.77,-7496.77,-7496.77,-7496.77,-7496.77,-5126.56,-5128.1,-5130.99,-4754.7,-4755.83,-4756.96,-1967.51,-1971.11,-1977.85,-1099.33,-1101.98,-1104.62,1192.16,1186.5,1175.91,2556.25,2552.1,2547.94,4351.8,4344.08,4329.65,6211.85,6206.19,6200.53
"0.0360.5Central",-7496.77,-7496.77,-7496.77,-7496.77,-7496.77,-7496.77,-3936.66,-3938.2,-3941.09,-3378.45,-3379.58,-3380.71,808.3,804.7,797.96,2111.55,2108.9,2106.26,5554.19,5548.53,5537.94,7601.87,7597.72,7593.56,10300.04,10292.32,10277.89,13092.22,13086.56,13080.9
"0.0460.5Central",-7496.77,-7496.77,-7496.77,-7496.77,-7496.77,-7496.77,-2746.76,-2748.3,-2751.19,-2002.2,-2003.33,-2004.46,3584.11,3580.51,3573.77,5322.43,5319.78,5317.14,9916.22,9910.56,9899.97,12647.49,12643.34,12639.18,16248.28,16240.56,16226.13,19972.59,19966.93,19961.27
"0.0290.5Central",-12109.27,-12109.27,-12109.27,-12109.27,-12109.27,-12109.27,-9739.06,-9740.6,-9743.49,-9367.2,-9368.33,-9369.46,-6580.01,-6583.61,-6590.35,-5711.83,-5714.48,-5717.12,-3420.34,-3426,-3436.59,-2056.25,-2060.4,-2064.56,-260.7,-268.42,-282.85,1599.35,1593.69,1588.03
"0.0390.5Central",-12109.27,-12109.27,-12109.27,-12109.27,-12109.27,-12109.27,-8549.16,-8550.7,-8553.59,-7990.95,-7992.08,-7993.21,-3804.2,-3807.8,-3814.54,-2500.95,-2503.6,-2506.24,941.69,936.03,925.44,2989.37,2985.22,2981.06,5687.54,5679.82,5665.39,8479.72,8474.06,8468.4
"0.0490.5Central",-12109.27,-12109.27,-12109.27,-12109.27,-12109.27,-12109.27,-7359.26,-7360.8,-7363.69,-6614.7,-6615.83,-6616.96,-1028.39,-1031.99,-1038.73,709.93,707.28,704.64,5303.72,5298.06,5287.47,8034.99,8030.84,8026.68,11635.78,11628.06,11613.63,15360.09,15354.43,15348.77
"0.0230.7Central",-1730.56,-1730.56,-1730.56,-1730.56,-1730.56,-1730.56,639.65,638.11,635.22,1011.51,1010.38,1009.25,3798.7,3795.1,3788.36,4666.88,4664.23,4661.59,6958.37,6952.71,6942.12,8322.46,8318.31,8314.15,10118.01,10110.29,10095.86,11978.06,11972.4,11966.74
"0.0330.7Central",-1730.56,-1730.56,-1730.56,-1730.56,-1730.56,-1730.56,1829.55,1828.01,1825.12,2387.76,2386.63,2385.5,6574.51,6570.91,6564.17,7877.76,7875.11,7872.47,11320.4,11314.74,11304.15,13368.08,13363.93,13359.77,16066.25,16058.53,16044.1,18858.43,18852.77,18847.11
"0.0430.7Central",-1730.56,-1730.56,-1730.56,-1730.56,-1730.56,-1730.56,3019.45,3017.91,3015.02,3764.01,3762.88,3761.75,9350.32,9346.72,9339.98,11088.64,11085.99,11083.35,15682.43,15676.77,15666.18,18413.7,18409.55,18405.39,22014.49,22006.77,21992.34,25738.8,25733.14,25727.48
"0.0260.7Central",-4498.06,-4498.06,-4498.06,-4498.06,-4498.06,-4498.06,-2127.85,-2129.39,-2132.28,-1755.99,-1757.12,-1758.25,1031.2,1027.6,1020.86,1899.38,1896.73,1894.09,4190.87,4185.21,4174.62,5554.96,5550.81,5546.65,7350.51,7342.79,7328.36,9210.56,9204.9,9199.24
"0.0360.7Central",-4498.06,-4498.06,-4498.06,-4498.06,-4498.06,-4498.06,-937.95,-939.49,-942.38,-379.74,-380.87,-382,3807.01,3803.41,3796.67,5110.26,5107.61,5104.97,8552.9,8547.24,8536.65,10600.58,10596.43,10592.27,13298.75,13291.03,13276.6,16090.93,16085.27,16079.61
"0.0460.7Central",-4498.06,-4498.06,-4498.06,-4498.06,-4498.06,-4498.06,251.95,250.41,247.52,996.51,995.38,994.25,6582.82,6579.22,6572.48,8321.14,8318.49,8315.85,12914.93,12909.27,12898.68,15646.2,15642.05,15637.89,19246.99,19239.27,19224.84,22971.3,22965.64,22959.98
"0.0290.7Central",-7265.56,-7265.56,-7265.56,-7265.56,-7265.56,-7265.56,-4895.35,-4896.89,-4899.78,-4523.49,-4524.62,-4525.75,-1736.3,-1739.9,-1746.64,-868.12,-870.77,-873.41,1423.37,1417.71,1407.12,2787.46,2783.31,2779.15,4583.01,4575.29,4560.86,6443.06,6437.4,6431.74
"0.0390.7Central",-7265.56,-7265.56,-7265.56,-7265.56,-7265.56,-7265.56,-3705.45,-3706.99,-3709.88,-3147.24,-3148.37,-3149.5,1039.51,1035.91,1029.17,2342.76,2340.11,2337.47,5785.4,5779.74,5769.15,7833.08,7828.93,7824.77,10531.25,10523.53,10509.1,13323.43,13317.77,13312.11
"0.0490.7Central",-7265.56,-7265.56,-7265.56,-7265.56,-7265.56,-7265.56,-2515.55,-2517.09,-2519.98,-1770.99,-1772.12,-1773.25,3815.32,3811.72,3804.98,5553.64,5550.99,5548.35,10147.43,10141.77,10131.18,12878.7,12874.55,12870.39,16479.49,16471.77,16457.34,20203.8,20198.14,20192.48
"0.0231.0Central",0,0,0,0,0,0,2370.22,2368.68,2365.79,2742.08,2740.94,2739.81,5529.27,5525.66,5518.93,6397.44,6394.8,6392.16,8688.93,8683.27,8672.69,10053.02,10048.87,10044.72,11848.58,11840.86,11826.43,13708.63,13702.96,13697.3
"0.0331.0Central",0,0,0,0,0,0,3560.12,3558.58,3555.69,4118.33,4117.19,4116.06,8305.08,8301.47,8294.74,9608.32,9605.68,9603.04,13050.96,13045.3,13034.72,15098.64,15094.49,15090.34,17796.82,17789.1,17774.67,20589,20583.33,20577.67
"0.0431.0Central",0,0,0,0,0,0,4750.02,4748.48,4745.59,5494.58,5493.44,5492.31,11080.89,11077.28,11070.55,12819.2,12816.56,12813.92,17412.99,17407.33,17396.75,20144.26,20140.11,20135.96,23745.06,23737.34,23722.91,27469.37,27463.7,27458.04
"0.0261.0Central",0,0,0,0,0,0,2370.22,2368.68,2365.79,2742.08,2740.94,2739.81,5529.27,5525.66,5518.93,6397.44,6394.8,6392.16,8688.93,8683.27,8672.69,10053.02,10048.87,10044.72,11848.58,11840.86,11826.43,13708.63,13702.96,13697.3
"0.0361.0Central",0,0,0,0,0,0,3560.12,3558.58,3555.69,4118.33,4117.19,4116.06,8305.08,8301.47,8294.74,9608.32,9605.68,9603.04,13050.96,13045.3,13034.72,15098.64,15094.49,15090.34,17796.82,17789.1,17774.67,20589,20583.33,20577.67
"0.0461.0Central",0,0,0,0,0,0,4750.02,4748.48,4745.59,5494.58,5493.44,5492.31,11080.89,11077.28,11070.55,12819.2,12816.56,12813.92,17412.99,17407.33,17396.75,20144.26,20140.11,20135.96,23745.06,23737.34,23722.91,27469.37,27463.7,27458.04
"0.0291.0Central",0,0,0,0,0,0,2370.22,2368.68,2365.79,2742.08,2740.94,2739.81,5529.27,5525.66,5518.93,6397.44,6394.8,6392.16,8688.93,8683.27,8672.69,10053.02,10048.87,10044.72,11848.58,11840.86,11826.43,13708.63,13702.96,13697.3
"0.0391.0Central",0,0,0,0,0,0,3560.12,3558.58,3555.69,4118.33,4117.19,4116.06,8305.08,8301.47,8294.74,9608.32,9605.68,9603.04,13050.96,13045.3,13034.72,15098.64,15094.49,15090.34,17796.82,17789.1,17774.67,20589,20583.33,20577.67
"0.0491.0Central",0,0,0,0,0,0,4750.02,4748.48,4745.59,5494.58,5493.44,5492.31,11080.89,11077.28,11070.55,12819.2,12816.56,12813.92,17412.99,17407.33,17396.75,20144.26,20140.11,20135.96,23745.06,23737.34,23722.91,27469.37,27463.7,27458.04
"0.0231.2Central",1153.71,1153.71,1153.71,1153.71,1153.71,1153.71,3523.93,3522.39,3519.5,3895.79,3894.65,3893.52,6682.98,6679.37,6672.64,7551.15,7548.51,7545.87,9842.64,9836.98,9826.4,11206.73,11202.58,11198.43,13002.29,12994.57,12980.14,14862.34,14856.67,14851.01
"0.0331.2Central",1153.71,1153.71,1153.71,1153.71,1153.71,1153.71,4713.83,4712.29,4709.4,5272.04,5270.9,5269.77,9458.79,9455.18,9448.45,10762.03,10759.39,10756.75,14204.67,14199.01,14188.43,16252.35,16248.2,16244.05,18950.53,18942.81,18928.38,21742.71,21737.04,21731.38
"0.0431.2Central",1153.71,1153.71,1153.71,1153.71,1153.71,1153.71,5903.73,5902.19,5899.3,6648.29,6647.15,6646.02,12234.6,12230.99,12224.26,13972.91,13970.27,13967.63,18566.7,18561.04,18550.46,21297.97,21293.82,21289.67,24898.77,24891.05,24876.62,28623.08,28617.41,28611.75
"0.0261.2Central",2998.71,2998.71,2998.71,2998.71,2998.71,2998.71,5368.93,5367.39,5364.5,5740.79,5739.65,5738.52,8527.98,8524.37,8517.64,9396.15,9393.51,9390.87,11687.64,11681.98,11671.4,13051.73,13047.58,13043.43,14847.29,14839.57,14825.14,16707.34,16701.67,16696.01
"0.0361.2Central",2998.71,2998.71,2998.71,2998.71,2998.71,2998.71,6558.83,6557.29,6554.4,7117.04,7115.9,7114.77,11303.79,11300.18,11293.45,12607.03,12604.39,12601.75,16049.67,16044.01,16033.43,18097.35,18093.2,18089.05,20795.53,20787.81,20773.38,23587.71,23582.04,23576.38
"0.0461.2Central",2998.71,2998.71,2998.71,2998.71,2998.71,2998.71,7748.73,7747.19,7744.3,8493.29,8492.15,8491.02,14079.6,14075.99,14069.26,15817.91,15815.27,15812.63,20411.7,20406.04,20395.46,23142.97,23138.82,23134.67,26743.77,26736.05,26721.62,30468.08,30462.41,30456.75
"0.0291.2Central",4843.71,4843.71,4843.71,4843.71,4843.71,4843.71,7213.93,7212.39,7209.5,7585.79,7584.65,7583.52,10372.98,10369.37,10362.64,11241.15,11238.51,11235.87,13532.64,13526.98,13516.4,14896.73,14892.58,14888.43,16692.29,16684.57,16670.14,18552.34,18546.67,18541.01
"0.0391.2Central",4843.71,4843.71,4843.71,4843.71,4843.71,4843.71,8403.83,8402.29,8399.4,8962.04,8960.9,8959.77,13148.79,13145.18,13138.45,14452.03,14449.39,14446.75,17894.67,17889.01,17878.43,19942.35,19938.2,19934.05,22640.53,22632.81,22618.38,25432.71,25427.04,25421.38
"0.0491.2Central",4843.71,4843.71,4843.71,4843.71,4843.71,4843.71,9593.73,9592.19,9589.3,10338.29,10337.15,10336.02,15924.6,15920.99,15914.26,17662.91,17660.27,17657.63,22256.7,22251.04,22240.46,24987.97,24983.82,24979.67,28588.77,28581.05,28566.62,32313.08,32307.41,32301.75
"0.0231.5Central",2884.28,2884.28,2884.28,2884.28,2884.28,2884.28,5254.49,5252.95,5250.06,5626.35,5625.22,5624.09,8413.54,8409.94,8403.2,9281.72,9279.07,9276.43,11573.21,11567.55,11556.96,12937.3,12933.15,12928.99,14732.85,14725.13,14710.7,16592.9,16587.24,16581.58
"0.0331.5Central",2884.28,2884.28,2884.28,2884.28,2884.28,2884.28,6444.39,6442.85,6439.96,7002.6,7001.47,7000.34,11189.35,11185.75,11179.01,12492.6,12489.95,12487.31,15935.24,15929.58,15918.99,17982.92,17978.77,17974.61,20681.09,20673.37,20658.94,23473.27,23467.61,23461.95
"0.0431.5Central",2884.28,2884.28,2884.28,2884.28,2884.28,2884.28,7634.29,7632.75,7629.86,8378.85,8377.72,8376.59,13965.16,13961.56,13954.82,15703.48,15700.83,15698.19,20297.27,20291.61,20281.02,23028.54,23024.39,23020.23,26629.33,26621.61,26607.18,30353.64,30347.98,30342.32
"0.0261.5Central",7496.78,7496.78,7496.78,7496.78,7496.78,7496.78,9866.99,9865.45,9862.56,10238.85,10237.72,10236.59,13026.04,13022.44,13015.7,13894.22,13891.57,13888.93,16185.71,16180.05,16169.46,17549.8,17545.65,17541.49,19345.35,19337.63,19323.2,21205.4,21199.74,21194.08
"0.0361.5Central",7496.78,7496.78,7496.78,7496.78,7496.78,7496.78,11056.89,11055.35,11052.46,11615.1,11613.97,11612.84,15801.85,15798.25,15791.51,17105.1,17102.45,17099.81,20547.74,20542.08,20531.49,22595.42,22591.27,22587.11,25293.59,25285.87,25271.44,28085.77,28080.11,28074.45
"0.0461.5Central",7496.78,7496.78,7496.78,7496.78,7496.78,7496.78,12246.79,12245.25,12242.36,12991.35,12990.22,12989.09,18577.66,18574.06,18567.32,20315.98,20313.33,20310.69,24909.77,24904.11,24893.52,27641.04,27636.89,27632.73,31241.83,31234.11,31219.68,34966.14,34960.48,34954.82
"0.0291.5Central",12109.28,12109.28,12109.28,12109.28,12109.28,12109.28,14479.49,14477.95,14475.06,14851.35,14850.22,14849.09,17638.54,17634.94,17628.2,18506.72,18504.07,18501.43,20798.21,20792.55,20781.96,22162.3,22158.15,22153.99,23957.85,23950.13,23935.7,25817.9,25812.24,25806.58
"0.0391.5Central",12109.28,12109.28,12109.28,12109.28,12109.28,12109.28,15669.39,15667.85,15664.96,16227.6,16226.47,16225.34,20414.35,20410.75,20404.01,21717.6,21714.95,21712.31,25160.24,25154.58,25143.99,27207.92,27203.77,27199.61,29906.09,29898.37,29883.94,32698.27,32692.61,32686.95
"0.0491.5Central",12109.28,12109.28,12109.28,12109.28,12109.28,12109.28,16859.29,16857.75,16854.86,17603.85,17602.72,17601.59,23190.16,23186.56,23179.82,24928.48,24925.83,24923.19,29522.27,29516.61,29506.02,32253.54,32249.39,32245.23,35854.33,35846.61,35832.18,39578.64,39572.98,39567.32
"0.0231.8Central",4614.84,4614.84,4614.84,4614.84,4614.84,4614.84,6985.06,6983.52,6980.63,7356.92,7355.78,7354.65,10144.11,10140.5,10133.77,11012.28,11009.64,11007,13303.77,13298.11,13287.53,14667.86,14663.71,14659.56,16463.42,16455.7,16441.27,18323.47,18317.8,18312.14
"0.0331.8Central",4614.84,4614.84,4614.84,4614.84,4614.84,4614.84,8174.96,8173.42,8170.53,8733.17,8732.03,8730.9,12919.92,12916.31,12909.58,14223.16,14220.52,14217.88,17665.8,17660.14,17649.56,19713.48,19709.33,19705.18,22411.66,22403.94,22389.51,25203.84,25198.17,25192.51
"0.0431.8Central",4614.84,4614.84,4614.84,4614.84,4614.84,4614.84,9364.86,9363.32,9360.43,10109.42,10108.28,10107.15,15695.73,15692.12,15685.39,17434.04,17431.4,17428.76,22027.83,22022.17,22011.59,24759.1,24754.95,24750.8,28359.9,28352.18,28337.75,32084.21,32078.54,32072.88
"0.0261.8Central",11994.84,11994.84,11994.84,11994.84,11994.84,11994.84,14365.06,14363.52,14360.63,14736.92,14735.78,14734.65,17524.11,17520.5,17513.77,18392.28,18389.64,18387,20683.77,20678.11,20667.53,22047.86,22043.71,22039.56,23843.42,23835.7,23821.27,25703.47,25697.8,25692.14
"0.0361.8Central",11994.84,11994.84,11994.84,11994.84,11994.84,11994.84,15554.96,15553.42,15550.53,16113.17,16112.03,16110.9,20299.92,20296.31,20289.58,21603.16,21600.52,21597.88,25045.8,25040.14,25029.56,27093.48,27089.33,27085.18,29791.66,29783.94,29769.51,32583.84,32578.17,32572.51
"0.0461.8Central",11994.84,11994.84,11994.84,11994.84,11994.84,11994.84,16744.86,16743.32,16740.43,17489.42,17488.28,17487.15,23075.73,23072.12,23065.39,24814.04,24811.4,24808.76,29407.83,29402.17,29391.59,32139.1,32134.95,32130.8,35739.9,35732.18,35717.75,39464.21,39458.54,39452.88
"0.0291.8Central",19374.84,19374.84,19374.84,19374.84,19374.84,19374.84,21745.06,21743.52,21740.63,22116.92,22115.78,22114.65,24904.11,24900.5,24893.77,25772.28,25769.64,25767,28063.77,28058.11,28047.53,29427.86,29423.71,29419.56,31223.42,31215.7,31201.27,33083.47,33077.8,33072.14
"0.0391.8Central",19374.84,19374.84,19374.84,19374.84,19374.84,19374.84,22934.96,22933.42,22930.53,23493.17,23492.03,23490.9,27679.92,27676.31,27669.58,28983.16,28980.52,28977.88,32425.8,32420.14,32409.56,34473.48,34469.33,34465.18,37171.66,37163.94,37149.51,39963.84,39958.17,39952.51
"0.0491.8Central",19374.84,19374.84,19374.84,19374.84,19374.84,19374.84,24124.86,24123.32,24120.43,24869.42,24868.28,24867.15,30455.73,30452.12,30445.39,32194.04,32191.4,32188.76,36787.83,36782.17,36771.59,39519.1,39514.95,39510.8,43119.9,43112.18,43097.75,46844.21,46838.54,46832.88
"0.0232.0Central",5768.55,5768.55,5768.55,5768.55,5768.55,5768.55,8138.77,8137.23,8134.34,8510.63,8509.49,8508.36,11297.82,11294.21,11287.48,12165.99,12163.35,12160.71,14457.48,14451.82,14441.24,15821.57,15817.42,15813.27,17617.13,17609.41,17594.98,19477.18,19471.51,19465.85
"0.0332.0Central",5768.55,5768.55,5768.55,5768.55,5768.55,5768.55,9328.67,9327.13,9324.24,9886.88,9885.74,9884.61,14073.63,14070.02,14063.29,15376.87,15374.23,15371.59,18819.51,18813.85,18803.27,20867.19,20863.04,20858.89,23565.37,23557.65,23543.22,26357.55,26351.88,26346.22
"0.0432.0Central",5768.55,5768.55,5768.55,5768.55,5768.55,5768.55,10518.57,10517.03,10514.14,11263.13,11261.99,11260.86,16849.44,16845.83,16839.1,18587.75,18585.11,18582.47,23181.54,23175.88,23165.3,25912.81,25908.66,25904.51,29513.61,29505.89,29491.46,33237.92,33232.25,33226.59
"0.0262.0Central",14993.55,14993.55,14993.55,14993.55,14993.55,14993.55,17363.77,17362.23,17359.34,17735.63,17734.49,17733.36,20522.82,20519.21,20512.48,21390.99,21388.35,21385.71,23682.48,23676.82,23666.24,25046.57,25042.42,25038.27,26842.13,26834.41,26819.98,28702.18,28696.51,28690.85
"0.0362.0Central",14993.55,14993.55,14993.55,14993.55,14993.55,14993.55,18553.67,18552.13,18549.24,19111.88,19110.74,19109.61,23298.63,23295.02,23288.29,24601.87,24599.23,24596.59,28044.51,28038.85,28028.27,30092.19,30088.04,30083.89,32790.37,32782.65,32768.22,35582.55,35576.88,35571.22
"0.0462.0Central",14993.55,14993.55,14993.55,14993.55,14993.55,14993.55,19743.57,19742.03,19739.14,20488.13,20486.99,20485.86,26074.44,26070.83,26064.1,27812.75,27810.11,27807.47,32406.54,32400.88,32390.3,35137.81,35133.66,35129.51,38738.61,38730.89,38716.46,42462.92,42457.25,42451.59
"0.0292.0Central",24218.55,24218.55,24218.55,24218.55,24218.55,24218.55,26588.77,26587.23,26584.34,26960.63,26959.49,26958.36,29747.82,29744.21,29737.48,30615.99,30613.35,30610.71,32907.48,32901.82,32891.24,34271.57,34267.42,34263.27,36067.13,36059.41,36044.98,37927.18,37921.51,37915.85
"0.0392.0Central",24218.55,24218.55,24218.55,24218.55,24218.55,24218.55,27778.67,27777.13,27774.24,28336.88,28335.74,28334.61,32523.63,32520.02,32513.29,33826.87,33824.23,33821.59,37269.51,37263.85,37253.27,39317.19,39313.04,39308.89,42015.37,42007.65,41993.22,44807.55,44801.88,44796.22
"0.0492.0Central",24218.55,24218.55,24218.55,24218.55,24218.55,24218.55,28968.57,28967.03,28964.14,29713.13,29711.99,29710.86,35299.44,35295.83,35289.1,37037.75,37035.11,37032.47,41631.54,41625.88,41615.3,44362.81,44358.66,44354.51,47963.61,47955.89,47941.46,51687.92,51682.25,51676.59
"0.0230.1Black Belt",-5191.7,-5191.7,-5191.7,-5191.7,-5191.7,-5191.7,-2767.04,-2768.58,-2771.47,-2388.18,-2389.31,-2390.44,464.29,460.69,453.95,1349.07,1346.42,1343.78,3696.38,3690.72,3680.13,5086.57,5082.42,5078.26,6928.44,6920.72,6906.29,8824.05,8818.39,8812.73
"0.0330.1Black Belt",-5191.7,-5191.7,-5191.7,-5191.7,-5191.7,-5191.7,-1549.92,-1551.46,-1554.35,-981.21,-982.34,-983.47,3303.46,3299.86,3293.12,4631.61,4628.96,4626.32,8157.98,8152.32,8141.73,10244.81,10240.66,10236.5,13012.46,13004.74,12990.31,15857.98,15852.32,15846.66
