"","0.00Fixed4.6","0.00Fixed6.4","0.00Fixed8.2","0.00Tracking4.6","0.00Tracking6.4","0.00Tracking8.2","0.25Fixed4.6","0.25Fixed6.4","0.25Fixed8.2","0.25Tracking4.6","0.25Tracking6.4","0.25Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.75Fixed4.6","0.75Fixed6.4","0.75Fixed8.2","0.75Tracking4.6","0.75Tracking6.4","0.75Tracking8.2","1.00Fixed4.6","1.00Fixed6.4","1.00Fixed8.2","1.00Tracking4.6","1.00Tracking6.4","1.00Tracking8.2"
"0.03110.1Central",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,535.99,534.44,531.56,1094.19,1093.06,1091.93,5280.94,5277.34,5270.61,6584.19,6581.55,6578.9,10026.83,10021.17,10010.59,12074.51,12070.36,12066.21,14772.68,14764.97,14750.53,17564.86,17559.2,17553.54
"0.04110.1Central",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,1725.89,1724.34,1721.46,2470.44,2469.31,2468.18,8056.75,8053.15,8046.42,9795.07,9792.43,9789.78,14388.86,14383.2,14372.62,17120.13,17115.98,17111.83,20720.92,20713.21,20698.77,24445.23,24439.57,24433.91
"0.02140.1Central",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-326.91,-328.46,-331.34,44.94,43.81,42.68,2832.13,2828.53,2821.8,3700.31,3697.67,3695.02,5991.8,5986.14,5975.56,7355.89,7351.74,7347.59,9151.44,9143.73,9129.29,11011.49,11005.83,11000.17
"0.03140.1Central",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,862.99,861.44,858.56,1421.19,1420.06,1418.93,5607.94,5604.34,5597.61,6911.19,6908.55,6905.9,10353.83,10348.17,10337.59,12401.51,12397.36,12393.21,15099.68,15091.97,15077.53,17891.86,17886.2,17880.54
"0.04140.1Central",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,2052.89,2051.34,2048.46,2797.44,2796.31,2795.18,8383.75,8380.15,8373.42,10122.07,10119.43,10116.78,14715.86,14710.2,14699.62,17447.13,17442.98,17438.83,21047.92,21040.21,21025.77,24772.23,24766.57,24760.91
"0.02170.1Central",-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,0.09,-1.46,-4.34,371.94,370.81,369.68,3159.13,3155.53,3148.8,4027.31,4024.67,4022.02,6318.8,6313.14,6302.56,7682.89,7678.74,7674.59,9478.44,9470.73,9456.29,11338.49,11332.83,11327.17
"0.03170.1Central",-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,1189.99,1188.44,1185.56,1748.19,1747.06,1745.93,5934.94,5931.34,5924.61,7238.19,7235.55,7232.9,10680.83,10675.17,10664.59,12728.51,12724.36,12720.21,15426.68,15418.97,15404.53,18218.86,18213.2,18207.54
"0.04170.1Central",-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,2379.89,2378.34,2375.46,3124.44,3123.31,3122.18,8710.75,8707.15,8700.42,10449.07,10446.43,10443.78,15042.86,15037.2,15026.62,17774.13,17769.98,17765.83,21374.92,21367.21,21352.77,25099.23,25093.57,25087.91
"0.02110.3Central",-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,749.59,748.04,745.16,1121.44,1120.31,1119.18,3908.63,3905.03,3898.3,4776.81,4774.17,4771.52,7068.3,7062.64,7052.06,8432.39,8428.24,8424.09,10227.94,10220.23,10205.79,12087.99,12082.33,12076.67
"0.03110.3Central",-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,1939.49,1937.94,1935.06,2497.69,2496.56,2495.43,6684.44,6680.84,6674.11,7987.69,7985.05,7982.4,11430.33,11424.67,11414.09,13478.01,13473.86,13469.71,16176.18,16168.47,16154.03,18968.36,18962.7,18957.04
"0.04110.3Central",-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,3129.39,3127.84,3124.96,3873.94,3872.81,3871.68,9460.25,9456.65,9449.92,11198.57,11195.93,11193.28,15792.36,15786.7,15776.12,18523.63,18519.48,18515.33,22124.42,22116.71,22102.27,25848.73,25843.07,25837.41
"0.02140.3Central",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,1730.59,1729.04,1726.16,2102.44,2101.31,2100.18,4889.63,4886.03,4879.3,5757.81,5755.17,5752.52,8049.3,8043.64,8033.06,9413.39,9409.24,9405.09,11208.94,11201.23,11186.79,13068.99,13063.33,13057.67
"0.03140.3Central",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,2920.49,2918.94,2916.06,3478.69,3477.56,3476.43,7665.44,7661.84,7655.11,8968.69,8966.05,8963.4,12411.33,12405.67,12395.09,14459.01,14454.86,14450.71,17157.18,17149.47,17135.03,19949.36,19943.7,19938.04
"0.04140.3Central",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,4110.39,4108.84,4105.96,4854.94,4853.81,4852.68,10441.25,10437.65,10430.92,12179.57,12176.93,12174.28,16773.36,16767.7,16757.12,19504.63,19500.48,19496.33,23105.42,23097.71,23083.27,26829.73,26824.07,26818.41
"0.02170.3Central",341.37,341.37,341.37,341.37,341.37,341.37,2711.59,2710.04,2707.16,3083.44,3082.31,3081.18,5870.63,5867.03,5860.3,6738.81,6736.17,6733.52,9030.3,9024.64,9014.06,10394.39,10390.24,10386.09,12189.94,12182.23,12167.79,14049.99,14044.33,14038.67
"0.03170.3Central",341.37,341.37,341.37,341.37,341.37,341.37,3901.49,3899.94,3897.06,4459.69,4458.56,4457.43,8646.44,8642.84,8636.11,9949.69,9947.05,9944.4,13392.33,13386.67,13376.09,15440.01,15435.86,15431.71,18138.18,18130.47,18116.03,20930.36,20924.7,20919.04
"0.04170.3Central",341.37,341.37,341.37,341.37,341.37,341.37,5091.39,5089.84,5086.96,5835.94,5834.81,5833.68,11422.25,11418.65,11411.92,13160.57,13157.93,13155.28,17754.36,17748.7,17738.12,20485.63,20481.48,20477.33,24086.42,24078.71,24064.27,27810.73,27805.07,27799.41
"0.02110.5Central",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,2153.09,2151.54,2148.66,2524.94,2523.81,2522.68,5312.13,5308.53,5301.8,6180.31,6177.67,6175.02,8471.8,8466.14,8455.56,9835.89,9831.74,9827.59,11631.44,11623.73,11609.29,13491.49,13485.83,13480.17
"0.03110.5Central",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,3342.99,3341.44,3338.56,3901.19,3900.06,3898.93,8087.94,8084.34,8077.61,9391.19,9388.55,9385.9,12833.83,12828.17,12817.59,14881.51,14877.36,14873.21,17579.68,17571.97,17557.53,20371.86,20366.2,20360.54
"0.04110.5Central",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,4532.89,4531.34,4528.46,5277.44,5276.31,5275.18,10863.75,10860.15,10853.42,12602.07,12599.43,12596.78,17195.86,17190.2,17179.62,19927.13,19922.98,19918.83,23527.92,23520.21,23505.77,27252.23,27246.57,27240.91
"0.02140.5Central",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,3788.09,3786.54,3783.66,4159.94,4158.81,4157.68,6947.13,6943.53,6936.8,7815.31,7812.67,7810.02,10106.8,10101.14,10090.56,11470.89,11466.74,11462.59,13266.44,13258.73,13244.29,15126.49,15120.83,15115.17
"0.03140.5Central",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,4977.99,4976.44,4973.56,5536.19,5535.06,5533.93,9722.94,9719.34,9712.61,11026.19,11023.55,11020.9,14468.83,14463.17,14452.59,16516.51,16512.36,16508.21,19214.68,19206.97,19192.53,22006.86,22001.2,21995.54
"0.04140.5Central",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,6167.89,6166.34,6163.46,6912.44,6911.31,6910.18,12498.75,12495.15,12488.42,14237.07,14234.43,14231.78,18830.86,18825.2,18814.62,21562.13,21557.98,21553.83,25162.92,25155.21,25140.77,28887.23,28881.57,28875.91
"0.02170.5Central",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,5423.09,5421.54,5418.66,5794.94,5793.81,5792.68,8582.13,8578.53,8571.8,9450.31,9447.67,9445.02,11741.8,11736.14,11725.56,13105.89,13101.74,13097.59,14901.44,14893.73,14879.29,16761.49,16755.83,16750.17
"0.03170.5Central",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,6612.99,6611.44,6608.56,7171.19,7170.06,7168.93,11357.94,11354.34,11347.61,12661.19,12658.55,12655.9,16103.83,16098.17,16087.59,18151.51,18147.36,18143.21,20849.68,20841.97,20827.53,23641.86,23636.2,23630.54
"0.04170.5Central",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,7802.89,7801.34,7798.46,8547.44,8546.31,8545.18,14133.75,14130.15,14123.42,15872.07,15869.43,15866.78,20465.86,20460.2,20449.62,23197.13,23192.98,23188.83,26797.92,26790.21,26775.77,30522.23,30516.57,30510.91
"0.02110.7Central",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,3556.59,3555.04,3552.16,3928.44,3927.31,3926.18,6715.63,6712.03,6705.3,7583.81,7581.17,7578.52,9875.3,9869.64,9859.06,11239.39,11235.24,11231.09,13034.94,13027.23,13012.79,14894.99,14889.33,14883.67
"0.03110.7Central",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,4746.49,4744.94,4742.06,5304.69,5303.56,5302.43,9491.44,9487.84,9481.11,10794.69,10792.05,10789.4,14237.33,14231.67,14221.09,16285.01,16280.86,16276.71,18983.18,18975.47,18961.03,21775.36,21769.7,21764.04
"0.04110.7Central",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,5936.39,5934.84,5931.96,6680.94,6679.81,6678.68,12267.25,12263.65,12256.92,14005.57,14002.93,14000.28,18599.36,18593.7,18583.12,21330.63,21326.48,21322.33,24931.42,24923.71,24909.27,28655.73,28650.07,28644.41
"0.02140.7Central",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,5845.59,5844.04,5841.16,6217.44,6216.31,6215.18,9004.63,9001.03,8994.3,9872.81,9870.17,9867.52,12164.3,12158.64,12148.06,13528.39,13524.24,13520.09,15323.94,15316.23,15301.79,17183.99,17178.33,17172.67
"0.03140.7Central",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,7035.49,7033.94,7031.06,7593.69,7592.56,7591.43,11780.44,11776.84,11770.11,13083.69,13081.05,13078.4,16526.33,16520.67,16510.09,18574.01,18569.86,18565.71,21272.18,21264.47,21250.03,24064.36,24058.7,24053.04
"0.04140.7Central",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,8225.39,8223.84,8220.96,8969.94,8968.81,8967.68,14556.25,14552.65,14545.92,16294.57,16291.93,16289.28,20888.36,20882.7,20872.12,23619.63,23615.48,23611.33,27220.42,27212.71,27198.27,30944.73,30939.07,30933.41
"0.02170.7Central",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,8134.59,8133.04,8130.16,8506.44,8505.31,8504.18,11293.63,11290.03,11283.3,12161.81,12159.17,12156.52,14453.3,14447.64,14437.06,15817.39,15813.24,15809.09,17612.94,17605.23,17590.79,19472.99,19467.33,19461.67
"0.03170.7Central",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,9324.49,9322.94,9320.06,9882.69,9881.56,9880.43,14069.44,14065.84,14059.11,15372.69,15370.05,15367.4,18815.33,18809.67,18799.09,20863.01,20858.86,20854.71,23561.18,23553.47,23539.03,26353.36,26347.7,26342.04
"0.04170.7Central",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,10514.39,10512.84,10509.96,11258.94,11257.81,11256.68,16845.25,16841.65,16834.92,18583.57,18580.93,18578.28,23177.36,23171.7,23161.12,25908.63,25904.48,25900.33,29509.42,29501.71,29487.27,33233.73,33228.07,33222.41
"0.02111.0Central",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,5661.84,5660.29,5657.41,6033.69,6032.56,6031.43,8820.88,8817.28,8810.55,9689.06,9686.42,9683.77,11980.55,11974.89,11964.31,13344.64,13340.49,13336.34,15140.19,15132.48,15118.04,17000.24,16994.58,16988.92
"0.03111.0Central",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,6851.74,6850.19,6847.31,7409.94,7408.81,7407.68,11596.69,11593.09,11586.36,12899.94,12897.3,12894.65,16342.58,16336.92,16326.34,18390.26,18386.11,18381.96,21088.43,21080.72,21066.28,23880.61,23874.95,23869.29
"0.04111.0Central",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,8041.64,8040.09,8037.21,8786.19,8785.06,8783.93,14372.5,14368.9,14362.17,16110.82,16108.18,16105.53,20704.61,20698.95,20688.37,23435.88,23431.73,23427.58,27036.67,27028.96,27014.52,30760.98,30755.32,30749.66
"0.02141.0Central",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,8931.84,8930.29,8927.41,9303.69,9302.56,9301.43,12090.88,12087.28,12080.55,12959.06,12956.42,12953.77,15250.55,15244.89,15234.31,16614.64,16610.49,16606.34,18410.19,18402.48,18388.04,20270.24,20264.58,20258.92
"0.03141.0Central",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,10121.74,10120.19,10117.31,10679.94,10678.81,10677.68,14866.69,14863.09,14856.36,16169.94,16167.3,16164.65,19612.58,19606.92,19596.34,21660.26,21656.11,21651.96,24358.43,24350.72,24336.28,27150.61,27144.95,27139.29
"0.04141.0Central",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,11311.64,11310.09,11307.21,12056.19,12055.06,12053.93,17642.5,17638.9,17632.17,19380.82,19378.18,19375.53,23974.61,23968.95,23958.37,26705.88,26701.73,26697.58,30306.67,30298.96,30284.52,34030.98,34025.32,34019.66
"0.02171.0Central",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,12201.84,12200.29,12197.41,12573.69,12572.56,12571.43,15360.88,15357.28,15350.55,16229.06,16226.42,16223.77,18520.55,18514.89,18504.31,19884.64,19880.49,19876.34,21680.19,21672.48,21658.04,23540.24,23534.58,23528.92
"0.03171.0Central",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,13391.74,13390.19,13387.31,13949.94,13948.81,13947.68,18136.69,18133.09,18126.36,19439.94,19437.3,19434.65,22882.58,22876.92,22866.34,24930.26,24926.11,24921.96,27628.43,27620.72,27606.28,30420.61,30414.95,30409.29
"0.04171.0Central",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,14581.64,14580.09,14577.21,15326.19,15325.06,15323.93,20912.5,20908.9,20902.17,22650.82,22648.18,22645.53,27244.61,27238.95,27228.37,29975.88,29971.73,29967.58,33576.67,33568.96,33554.52,37300.98,37295.32,37289.66
"0.02111.2Central",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,7065.34,7063.79,7060.91,7437.19,7436.06,7434.93,10224.38,10220.78,10214.05,11092.56,11089.92,11087.27,13384.05,13378.39,13367.81,14748.14,14743.99,14739.84,16543.69,16535.98,16521.54,18403.74,18398.08,18392.42
"0.03111.2Central",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,8255.24,8253.69,8250.81,8813.44,8812.31,8811.18,13000.19,12996.59,12989.86,14303.44,14300.8,14298.15,17746.08,17740.42,17729.84,19793.76,19789.61,19785.46,22491.93,22484.22,22469.78,25284.11,25278.45,25272.79
"0.04111.2Central",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,9445.14,9443.59,9440.71,10189.69,10188.56,10187.43,15776,15772.4,15765.67,17514.32,17511.68,17509.03,22108.11,22102.45,22091.87,24839.38,24835.23,24831.08,28440.17,28432.46,28418.02,32164.48,32158.82,32153.16
"0.02141.2Central",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,10989.34,10987.79,10984.91,11361.19,11360.06,11358.93,14148.38,14144.78,14138.05,15016.56,15013.92,15011.27,17308.05,17302.39,17291.81,18672.14,18667.99,18663.84,20467.69,20459.98,20445.54,22327.74,22322.08,22316.42
"0.03141.2Central",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,12179.24,12177.69,12174.81,12737.44,12736.31,12735.18,16924.19,16920.59,16913.86,18227.44,18224.8,18222.15,21670.08,21664.42,21653.84,23717.76,23713.61,23709.46,26415.93,26408.22,26393.78,29208.11,29202.45,29196.79
"0.04141.2Central",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,13369.14,13367.59,13364.71,14113.69,14112.56,14111.43,19700,19696.4,19689.67,21438.32,21435.68,21433.03,26032.11,26026.45,26015.87,28763.38,28759.23,28755.08,32364.17,32356.46,32342.02,36088.48,36082.82,36077.16
"0.02171.2Central",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,14913.34,14911.79,14908.91,15285.19,15284.06,15282.93,18072.38,18068.78,18062.05,18940.56,18937.92,18935.27,21232.05,21226.39,21215.81,22596.14,22591.99,22587.84,24391.69,24383.98,24369.54,26251.74,26246.08,26240.42
"0.03171.2Central",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,16103.24,16101.69,16098.81,16661.44,16660.31,16659.18,20848.19,20844.59,20837.86,22151.44,22148.8,22146.15,25594.08,25588.42,25577.84,27641.76,27637.61,27633.46,30339.93,30332.22,30317.78,33132.11,33126.45,33120.79
"0.04171.2Central",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,17293.14,17291.59,17288.71,18037.69,18036.56,18035.43,23624,23620.4,23613.67,25362.32,25359.68,25357.03,29956.11,29950.45,29939.87,32687.38,32683.23,32679.08,36288.17,36280.46,36266.02,40012.48,40006.82,40001.16
"0.02111.5Central",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,9170.59,9169.04,9166.16,9542.44,9541.31,9540.18,12329.63,12326.03,12319.3,13197.81,13195.17,13192.52,15489.3,15483.64,15473.06,16853.39,16849.24,16845.09,18648.94,18641.23,18626.79,20508.99,20503.33,20497.67
"0.03111.5Central",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,10360.49,10358.94,10356.06,10918.69,10917.56,10916.43,15105.44,15101.84,15095.11,16408.69,16406.05,16403.4,19851.33,19845.67,19835.09,21899.01,21894.86,21890.71,24597.18,24589.47,24575.03,27389.36,27383.7,27378.04
"0.04111.5Central",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,11550.39,11548.84,11545.96,12294.94,12293.81,12292.68,17881.25,17877.65,17870.92,19619.57,19616.93,19614.28,24213.36,24207.7,24197.12,26944.63,26940.48,26936.33,30545.42,30537.71,30523.27,34269.73,34264.07,34258.41
"0.02141.5Central",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,14075.59,14074.04,14071.16,14447.44,14446.31,14445.18,17234.63,17231.03,17224.3,18102.81,18100.17,18097.52,20394.3,20388.64,20378.06,21758.39,21754.24,21750.09,23553.94,23546.23,23531.79,25413.99,25408.33,25402.67
"0.03141.5Central",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,15265.49,15263.94,15261.06,15823.69,15822.56,15821.43,20010.44,20006.84,20000.11,21313.69,21311.05,21308.4,24756.33,24750.67,24740.09,26804.01,26799.86,26795.71,29502.18,29494.47,29480.03,32294.36,32288.7,32283.04
"0.04141.5Central",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,16455.39,16453.84,16450.96,17199.94,17198.81,17197.68,22786.25,22782.65,22775.92,24524.57,24521.93,24519.28,29118.36,29112.7,29102.12,31849.63,31845.48,31841.33,35450.42,35442.71,35428.27,39174.73,39169.07,39163.41
"0.02171.5Central",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,18980.59,18979.04,18976.16,19352.44,19351.31,19350.18,22139.63,22136.03,22129.3,23007.81,23005.17,23002.52,25299.3,25293.64,25283.06,26663.39,26659.24,26655.09,28458.94,28451.23,28436.79,30318.99,30313.33,30307.67
"0.03171.5Central",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,20170.49,20168.94,20166.06,20728.69,20727.56,20726.43,24915.44,24911.84,24905.11,26218.69,26216.05,26213.4,29661.33,29655.67,29645.09,31709.01,31704.86,31700.71,34407.18,34399.47,34385.03,37199.36,37193.7,37188.04
"0.04171.5Central",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,21360.39,21358.84,21355.96,22104.94,22103.81,22102.68,27691.25,27687.65,27680.92,29429.57,29426.93,29424.28,34023.36,34017.7,34007.12,36754.63,36750.48,36746.33,40355.42,40347.71,40333.27,44079.73,44074.07,44068.41
"0.02111.8Central",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,11275.84,11274.29,11271.41,11647.69,11646.56,11645.43,14434.88,14431.28,14424.55,15303.06,15300.42,15297.77,17594.55,17588.89,17578.31,18958.64,18954.49,18950.34,20754.19,20746.48,20732.04,22614.24,22608.58,22602.92
"0.03111.8Central",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,12465.74,12464.19,12461.31,13023.94,13022.81,13021.68,17210.69,17207.09,17200.36,18513.94,18511.3,18508.65,21956.58,21950.92,21940.34,24004.26,24000.11,23995.96,26702.43,26694.72,26680.28,29494.61,29488.95,29483.29
"0.04111.8Central",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,13655.64,13654.09,13651.21,14400.19,14399.06,14397.93,19986.5,19982.9,19976.17,21724.82,21722.18,21719.53,26318.61,26312.95,26302.37,29049.88,29045.73,29041.58,32650.67,32642.96,32628.52,36374.98,36369.32,36363.66
"0.02141.8Central",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,17161.84,17160.29,17157.41,17533.69,17532.56,17531.43,20320.88,20317.28,20310.55,21189.06,21186.42,21183.77,23480.55,23474.89,23464.31,24844.64,24840.49,24836.34,26640.19,26632.48,26618.04,28500.24,28494.58,28488.92
"0.03141.8Central",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,18351.74,18350.19,18347.31,18909.94,18908.81,18907.68,23096.69,23093.09,23086.36,24399.94,24397.3,24394.65,27842.58,27836.92,27826.34,29890.26,29886.11,29881.96,32588.43,32580.72,32566.28,35380.61,35374.95,35369.29
"0.04141.8Central",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,19541.64,19540.09,19537.21,20286.19,20285.06,20283.93,25872.5,25868.9,25862.17,27610.82,27608.18,27605.53,32204.61,32198.95,32188.37,34935.88,34931.73,34927.58,38536.67,38528.96,38514.52,42260.98,42255.32,42249.66
"0.02171.8Central",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,23047.84,23046.29,23043.41,23419.69,23418.56,23417.43,26206.88,26203.28,26196.55,27075.06,27072.42,27069.77,29366.55,29360.89,29350.31,30730.64,30726.49,30722.34,32526.19,32518.48,32504.04,34386.24,34380.58,34374.92
"0.03171.8Central",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,24237.74,24236.19,24233.31,24795.94,24794.81,24793.68,28982.69,28979.09,28972.36,30285.94,30283.3,30280.65,33728.58,33722.92,33712.34,35776.26,35772.11,35767.96,38474.43,38466.72,38452.28,41266.61,41260.95,41255.29
"0.04171.8Central",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,25427.64,25426.09,25423.21,26172.19,26171.06,26169.93,31758.5,31754.9,31748.17,33496.82,33494.18,33491.53,38090.61,38084.95,38074.37,40821.88,40817.73,40813.58,44422.67,44414.96,44400.52,48146.98,48141.32,48135.66
"0.02112.0Central",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,12679.34,12677.79,12674.91,13051.19,13050.06,13048.93,15838.38,15834.78,15828.05,16706.56,16703.92,16701.27,18998.05,18992.39,18981.81,20362.14,20357.99,20353.84,22157.69,22149.98,22135.54,24017.74,24012.08,24006.42
"0.03112.0Central",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,13869.24,13867.69,13864.81,14427.44,14426.31,14425.18,18614.19,18610.59,18603.86,19917.44,19914.8,19912.15,23360.08,23354.42,23343.84,25407.76,25403.61,25399.46,28105.93,28098.22,28083.78,30898.11,30892.45,30886.79
"0.04112.0Central",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,15059.14,15057.59,15054.71,15803.69,15802.56,15801.43,21390,21386.4,21379.67,23128.32,23125.68,23123.03,27722.11,27716.45,27705.87,30453.38,30449.23,30445.08,34054.17,34046.46,34032.02,37778.48,37772.82,37767.16
"0.02142.0Central",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,19219.34,19217.79,19214.91,19591.19,19590.06,19588.93,22378.38,22374.78,22368.05,23246.56,23243.92,23241.27,25538.05,25532.39,25521.81,26902.14,26897.99,26893.84,28697.69,28689.98,28675.54,30557.74,30552.08,30546.42
"0.03142.0Central",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,20409.24,20407.69,20404.81,20967.44,20966.31,20965.18,25154.19,25150.59,25143.86,26457.44,26454.8,26452.15,29900.08,29894.42,29883.84,31947.76,31943.61,31939.46,34645.93,34638.22,34623.78,37438.11,37432.45,37426.79
"0.04142.0Central",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,21599.14,21597.59,21594.71,22343.69,22342.56,22341.43,27930,27926.4,27919.67,29668.32,29665.68,29663.03,34262.11,34256.45,34245.87,36993.38,36989.23,36985.08,40594.17,40586.46,40572.02,44318.48,44312.82,44307.16
"0.02172.0Central",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,25759.34,25757.79,25754.91,26131.19,26130.06,26128.93,28918.38,28914.78,28908.05,29786.56,29783.92,29781.27,32078.05,32072.39,32061.81,33442.14,33437.99,33433.84,35237.69,35229.98,35215.54,37097.74,37092.08,37086.42
"0.03172.0Central",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,26949.24,26947.69,26944.81,27507.44,27506.31,27505.18,31694.19,31690.59,31683.86,32997.44,32994.8,32992.15,36440.08,36434.42,36423.84,38487.76,38483.61,38479.46,41185.93,41178.22,41163.78,43978.11,43972.45,43966.79
"0.04172.0Central",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,28139.14,28137.59,28134.71,28883.69,28882.56,28881.43,34470,34466.4,34459.67,36208.32,36205.68,36203.03,40802.11,40796.45,40785.87,43533.38,43529.23,43525.08,47134.17,47126.46,47112.02,50858.48,50852.82,50847.16
"0.02110.1Black Belt",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-599.47,-601.02,-603.9,-220.62,-221.75,-222.88,2631.85,2628.25,2621.52,3516.63,3513.99,3511.34,5863.94,5858.28,5847.7,7254.13,7249.98,7245.83,9096,9088.29,9073.85,10991.61,10985.95,10980.29
"0.03110.1Black Belt",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,617.65,616.1,613.22,1186.35,1185.22,1184.09,5471.02,5467.42,5460.69,6799.17,6796.53,6793.88,10325.54,10319.88,10309.3,12412.37,12408.22,12404.07,15180.02,15172.31,15157.87,18025.54,18019.88,18014.22
"0.04110.1Black Belt",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,1834.77,1833.22,1830.34,2593.32,2592.19,2591.06,8310.19,8306.59,8299.86,10081.71,10079.07,10076.42,14787.14,14781.48,14770.9,17570.61,17566.46,17562.31,21264.04,21256.33,21241.89,25059.47,25053.81,25048.15
"0.02140.1Black Belt",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-272.47,-274.02,-276.9,106.38,105.25,104.12,2958.85,2955.25,2948.52,3843.63,3840.99,3838.34,6190.94,6185.28,6174.7,7581.13,7576.98,7572.83,9423,9415.29,9400.85,11318.61,11312.95,11307.29
"0.03140.1Black Belt",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,944.65,943.1,940.22,1513.35,1512.22,1511.09,5798.02,5794.42,5787.69,7126.17,7123.53,7120.88,10652.54,10646.88,10636.3,12739.37,12735.22,12731.07,15507.02,15499.31,15484.87,18352.54,18346.88,18341.22
